company,level,location,rating,salary_from,salary_to,salary_unit,skill,state,title
Third Republic,mid,"Chicago, IL 60602 ",,121000.0,154000.0,year,aws,Illinois,Salesforce Functional Lead
Third Republic,mid,"Chicago, IL 60602 ",,170000.0,175000.0,year,aws,Illinois,Salesforce Technical lead
Chicago Public Schools,mid,"Chicago, IL",3.8,90000.0,110000.0,year,aws,Illinois,Enterprise Private Cloud Engineer
Om Group Inc,mid,"Champaign, IL",,50000.0,95000.0,year,aws,Illinois,Systems Administrator/Team Lead
First Institute Training & Management,mid,"Bensenville, IL",,20.0,25.0,hour,aws,Illinois,Welding Instructor
The Washington Post,mid,"Chicago, IL 60616 ",4.0,45.0,60.0,hour,aws,Illinois,Senior QA Engineer
Haywire Consulting,mid,"Chicago, IL",,47.0,53.0,hour,aws,Illinois,CCMS IoT Analyst
eGrove Systems,mid,"Chicago, IL",,65.0,68.0,hour,aws,Illinois,Python with Big Data
Pythian,mid,United States,3.4,100000.0,140000.0,year,kafka,Illinois,Big Data Engineer
Pythian,mid,United States,3.4,100000.0,140000.0,year,kafka,Ohio,Big Data Engineer
"Carolina IT Professionals, Inc",mid,"Mooresville, NC",4.4,45.0,60.0,hour,kafka,North Carolina,Java Full Stack Developer
Pythian,mid,United States,3.4,100000.0,140000.0,year,kafka,Michigan,Big Data Engineer
SILVERLINK TECHNOLOGIES LLC,mid,"Foster City, MI",,60.0,62.0,hour,kafka,Michigan,Hadoop Developer
SILVERLINK TECHNOLOGIES LLC,mid,"Foster City, MI",,55.0,60.0,hour,kafka,Michigan,Bigdata Developer
Synchrony,senior,"Alpharetta, GA 30005",3.9,70000.0,150000.0,year,java,Georgia,"AVP, IAM SSO Senior Developer"
Delos Computers Corporation,senior,"Atlanta, GA",,75.0,85.0,hour,java,Georgia,Senior Java/J2EE Developer
Synchrony Bank,senior,"Alpharetta, GA 30005",3.9,70000.0,150000.0,year,java,Georgia,"AVP, IAM SSO Senior Developer"
Synchrony,senior,"Alpharetta, GA 30005",3.9,70000.0,150000.0,year,java,Georgia,"AVP, IAM SSO Senior Tech Lead"
Synchrony Bank,senior,"Alpharetta, GA 30005",3.9,70000.0,150000.0,year,java,Georgia,"AVP, IAM SSO Senior Tech Lead"
CredenceIA Consulting,senior,"Atlanta, GA",,100000.0,175000.0,year,java,Georgia,"Identity Management Sr. Consultant (OIM, SailPoint, CA IdM,..."
infolob,senior,"Alpharetta, GA",,50.0,55.0,hour,java,Georgia,Linux Administrator (w2 only)
Technical Talent Advisors,senior,"Atlanta, GA",,100000.0,120000.0,year,java,Georgia,Sr. DevOps Engineer (Remote)
Blackstone & Cullen,senior,"Norcross, GA",,90000.0,110000.0,year,java,Georgia,Java Developer-Senior
Esolvit,senior,"Atlanta, GA",,110000.0,120000.0,year,java,Georgia,#2595 Sr. Java Front End Developer
Netpro system,senior,"Alpharetta, GA",,60.0,65.0,hour,java,Georgia,Sr. Java Developer
iQuadra,senior,"Atlanta, GA",,40.0,65.0,hour,java,Georgia,Senior Java developer at Atlanta (Onsite)
Integrate Delivery INC,senior,"Atlanta, GA",,100000.0,120000.0,year,java,Georgia,Sr. Java Developer
infolob,senior,"Atlanta, GA",,130000.0,140000.0,year,java,Georgia,sr java developer with PCF Exp (w2 only)
infolob,senior,"Atlanta, GA",,70.0,75.0,hour,java,Georgia,Sr Java with cloud (w2 only)
infolob,senior,"Atlanta, GA",,80.0,85.0,hour,java,Georgia,Java Architect / Enterprise Architect (w2 only)
infolob,senior,"Atlanta, GA",,70.0,76.0,hour,java,Georgia,Sr. Java Developer (on w2 only)
it minds llc,senior,"Atlanta, GA",,50.0,80.0,hour,java,Georgia,Sr. Java/J2EE Developer
"ASAP Solutions Group, LLC",senior,"Alpharetta, GA 30005",4.0,80.0,89.0,hour,java,Georgia,Sr. Cloud Developer
Cloud Soft,senior,"Alpharetta, GA",,125500.0,125500.0,year,java,Georgia,Senior Software Developer
GrayMatter Consulting Services,senior,"Alpharetta, GA",,111384.0,111384.0,year,java,Georgia,Sr. Software Engineer
"361 Interactive, LLC",senior,"Dayton, OH 45402 ",,70000.0,110000.0,year,java,Ohio,Senior Software Developer
saas consultants realty llc,senior,"Dublin, OH 43017",,75.0,75.0,hour,java,Ohio,Senior Systems Architect
Essani International LLC,senior,"Columbus, OH",,45.0,50.0,hour,java,Ohio,Big data/Spark developer
Optime Tech,senior,"Cleveland, OH",,70.0,70.0,hour,java,Ohio,BI Developer Lead (Data Engineer)
Osiris Global Solutions,senior,"Westerville, OH",,70.0,75.0,hour,java,Ohio,Java Full Stack Developer
Peopleforce INC,senior,"Columbus, OH",,60.0,65.0,hour,java,Ohio,Java Bigdata developer
Quest America,senior,"Columbus, OH",,60.0,70.0,hour,java,Ohio,Sail point IIQ
Perspecta,senior,"Dublin, OH",,90000.0,120000.0,year,java,Ohio,Senior Technical Lead (Java)
Nuanza Inc,senior,"Columbus, OH",,100000.0,100000.0,year,java,Ohio,ATG
Tekbiz Solutions LLC,senior,"Cincinnati, OH",,55.0,60.0,hour,java,Ohio,Sr. C++ Developer
Nfinity LLC,senior,"Philadelphia, PA",4.2,150000.0,150000.0,year,java,Pennsylvania,Sr. Software Developer
MASM LLC,senior,"Reading, PA",,35000.0,35000.0,year,java,Pennsylvania,Title:Senior Java Developer/Architect
Jettison,senior,"Philadelphia, PA",,90000.0,100000.0,year,java,Pennsylvania,Senior Android Developer
Sngular,senior,"Pittsburgh, PA 15215",,95000.0,110000.0,year,java,Pennsylvania,Solution Architect
donato technologies,senior,"Pittsburgh, PA",,60.0,65.0,hour,java,Pennsylvania,Java Developer
NextGen Global Resources,senior,"Philadelphia, PA 19103",4.0,50.0,85.0,hour,java,Pennsylvania,Sr. Java Developer
CityCore,senior,"Brookhaven, PA",,112000.0,112000.0,year,java,Pennsylvania,Sr. Java Spring Developer
Lateral Systems INC,senior,"Blue Bell, PA",,50.0,60.0,hour,java,Pennsylvania,Sr. Java Full Stack Developer
ficus Inc,senior,"Philadelphia, PA",,85.0,95.0,hour,java,Pennsylvania,Java Lead/Architect
Piper Companies,senior,"Philadelphia, PA 19103",4.2,70.0,75.0,hour,java,Pennsylvania,Data Architect
WILLSMARG TECHNOLOGIES LLC,senior,"Malvern, PA 19355",,50.0,55.0,hour,java,Pennsylvania,Sr Java Developer
"Computer Enterprises, Inc.",senior,"Philadelphia, PA 19127",3.5,85000.0,110000.0,year,java,Pennsylvania,Senior Back-End Java Developer
Assure,senior,"Pittsburgh, PA",,70000.0,120000.0,year,java,Pennsylvania,Sr. Java Developer
Third Republic,senior,"Philadelphia, PA 19019 ",,110.0,110.0,hour,java,Pennsylvania,"Mulesoft Developer - Philadelphia, PA"
V-Soft Consulting Group,senior,"Chesterbrook, PA",3.8,47.0,57.0,hour,java,Pennsylvania,SQL Server DBA
"Novus Group, LLC",senior,"Township of Moon, PA 15108",3.0,120000.0,120000.0,year,java,Pennsylvania,Senior Software Engineer
MASM LLC,senior,"Reading, PA",,35000.0,35000.0,year,java,Pennsylvania,Senior Java Developer/Architect
The Aviation Recruitment & Consulting Group,senior,"Chicago, IL 60290",,80.0,80.0,hour,java,Illinois,Sr. Software Engineer
InspiHER Tech,senior,"Chicago, IL",,160000.0,160000.0,year,java,Illinois,"SQL SERVER (SQL) LEAD DATA ENGINEER, # 10560"
InspiHER Tech,senior,"Downers Grove, IL",,165000.0,175000.0,year,java,Illinois,"SOLUTIONS ARCHITECT (Mobile iOS), # 9094"
C2 Associates,senior,"Chicago, IL",,65.0,85.0,hour,java,Illinois,Senior Full-Stack Java Developer with NoSQL and React
BTMG USA,senior,"Chicago, IL",,50.0,55.0,hour,java,Illinois,Sr. Front End Developer
STATS Perform,senior,"Chicago, IL 60601 ",,110000.0,145000.0,year,java,Illinois,Sr. Software Engineer
Kaav inc.,senior,"Chicago, IL",,70.0,75.0,hour,java,Illinois,Java Architect
Encore Technologies,senior,"Chicago, IL",,90000.0,110000.0,year,java,Illinois,Java Full Stack Developer
Enormous Enterprise LLC,senior,"Chicago, IL",,100000.0,140000.0,year,java,Illinois,Sr. Java application Developer
"Shertech Information Services, Inc.",senior,"Chicago, IL",,120000.0,120000.0,year,java,Illinois,Sr. Java Full Stack Developer
InspiHER Tech,senior,"Chicago, IL",,115000.0,140000.0,year,java,Illinois,"SR. SOFTWARE ENGINEER – RUBY ON RAILS/JAVA/PYTHON, # 9496"
Simplex info system,senior,"Rosemont, IL",,60.0,65.0,hour,java,Illinois,Performance Engineering
Evolving TA,senior,"Chicago, IL",,65.0,85.0,hour,java,Illinois,Contract Java Engineer (2 yr contract)
New York Technology Partners,senior,"Riverwoods, IL",4.0,62.0,67.0,hour,java,Illinois,Java springboot spring cloud spring security developer
Georgia IT Inc.,senior,"Chicago, IL",,100000.0,125000.0,year,java,Illinois,Core Java Senior consultant
Village of Orland Park,senior,"Orland Park, IL 60467",4.4,80000.0,90000.0,year,java,Illinois,Senior Applications Systems Analyst
BTMG USA,senior,"Chicago, IL",,50.0,60.0,hour,java,Illinois,Sr. Java Full Stack Developer
Mindex Technologies,senior,"Rochester, NY 14623",,90000.0,120000.0,year,java,New York,Solution Lead
GCOM,senior,"Albany, NY",,73.77,73.77,hour,java,New York,Senior Software Architect
Pro-Tech Consulting Inc.,senior,"Buffalo, NY",,70000.0,80000.0,year,java,New York,"Programmer / VB, .NET, C#"
"GCOM Software, Inc",senior,"Albany, NY",3.0,50.0,80.0,hour,java,New York,Database Architect
SLG Innovation,senior,"Albany, NY",5.0,130000.0,140000.0,year,java,New York,Senior Software Architect
Onfido,senior,"New York, NY",,18500.0,18500.0,year,java,New York,Senior Solutions Engineer
ITGen Systems,senior,"New York, NY",,200000.0,200000.0,year,java,New York,Sr. Data Engineer (Local & W2 Only)
GCOM,senior,"Albany, NY",,80.0,80.0,hour,java,New York,Senior Automation Tester
CityCore,senior,"New York, NY",,150000.0,150000.0,year,java,New York,Sr. Java/J2EE Front End Developer with Struts 2
New York City DEPT OF INFO TECH & TELECOMM,senior,"Brooklyn, NY",3.8,139000.0,139000.0,year,java,New York,Senior Datashare Data Engineer
Gemini,senior,"New York, NY 10016 ",,120000.0,165000.0,year,java,New York,Senior Backend Engineer
FINDYR,senior,"New York, NY",,110000.0,140000.0,year,java,New York,Senior Full Stack Engineer
cyberThink.inc,senior,"New York, NY",,75000.0,140000.0,year,java,New York,Senior Software Developer [Python/ React] – NYC
AlphaHill,senior,"New York, NY",4.8,60.0,75.0,hour,java,New York,Senior iOS Developer
Avvir,senior,"New York, NY",,130000.0,170000.0,year,java,New York,Senior Full-Stack Software Engineer
Sumas Corporation,senior,"New York, NY",,80000.0,90000.0,year,java,New York,Software Engineer
Pat N Sally Inc,senior,"Albany, NY",,60.0,65.0,hour,java,New York,Sr. Java Developer
Mayor's Office of Contract Services,senior,"New York, NY",,80000.0,100000.0,year,java,New York,Technical Senior Business Analyst (JO 416706)
AiCure,senior,"New York, NY",4.5,110000.0,170000.0,year,java,New York,Senior Fullstack Engineer
Cquest,senior,"New York, NY 10016 ",,150000.0,170000.0,year,java,New York,"Senior C++, C# Developer"
New York City HRA/DEPT OF SOCIAL SERVICES,senior,"Brooklyn, NY 11201",3.8,69940.0,137191.0,year,java,New York,"EXECUTIVE DIRECTOR, INFRASTRUCTURE AND STRATEGY (IAS)"
New York City DEPT OF INFO TECH & TELECOMM,senior,"Brooklyn, NY",3.8,135000.0,135000.0,year,java,New York,IT Architect
Agile Global Consulting Inc.,senior,"New York, NY",,30.0,45.0,hour,java,New York,Java Developer
"Deep48, LLC",senior,"New York, NY",,130000.0,130000.0,year,java,New York,Senior Software Engineer (Java)
VIR²OC,senior,"New York, NY",,134000.0,134000.0,year,java,New York,Sr. Java Developer
Luma Financial Technologies,senior,"New York, NY",,105000.0,160000.0,year,java,New York,Senior Java Software Engineer
SupplyHouse.com,senior,"Melville, NY",3.7,120000.0,140000.0,year,java,New York,Senior Java Developer
Agile Global Consulting Inc.,senior,"New York, NY",,30.0,45.0,hour,java,New York,Front End Engineer
Orlando Utilities Commission,senior,"Orlando, FL",3.6,90438.0,118699.0,year,java,Florida,Sr Programmer Analyst (WEB)
TEK BAY,senior,"Jacksonville, FL",,80.0,90.0,hour,java,Florida,Oracle Finance Cloud Architect
Bacarai,senior,"Orlando, FL 32819 ",,75000.0,100000.0,year,java,Florida,Senior Full Stack Developer
Integrass,senior,"Lake Mary, FL 32746",,75.0,75.0,day,java,Florida,Alfresco Process Services Guru (APS aka Activiti)
Zar Technology,senior,"Tampa, FL",,47.0,75.0,hour,java,Florida,Full Stack Developer
CCS Automations,senior,"Orlando, FL",,75000.0,90000.0,year,java,Florida,Controls Automation/Industrial Programmer (Central/ East Flo...
Planned Companies Job Fair,senior,"Tampa, FL",,120000.0,140000.0,year,java,Florida,Senior Java Developer
CTI Consulting,senior,"Miami, FL",2.8,75.0,75.0,hour,java,Florida,Senior Java Architect
Scientia Systems LLc,senior,"Jacksonville, FL",,63.0,63.0,hour,java,Florida,Principal Java Developer(GC and Citizens ONLY)
Foxcroft Placements LLC,senior,"Tampa, FL",,120000.0,140000.0,year,java,Florida,Sr. Java Developer
Revelex Corporation,senior,"Boca Raton, FL 33487",3.5,80000.0,100000.0,year,java,Florida,SENIOR JAVA DEVELOPER
Cybernetic Search,senior,"Boca Raton, FL",,50.0,70.0,hour,java,Florida,Senior Android Developer
Cybernetic Search,senior,"Boca Raton, FL",,50.0,70.0,hour,java,Florida,Senior Android Developer - W2 Contract
Orlando Utilities Commission,senior,"Orlando, FL",3.6,90438.0,118700.0,year,java,Florida,Sr Programmer Analyst - Geographical Information Systems (GI...
CTI Consulting,senior,"Miami, FL",2.8,100000.0,100000.0,year,java,Florida,Sr. Performance Tester/ QA
Miami Dade College,senior,"Miami, FL 33176",4.3,81299.0,101623.0,year,java,Florida,Lead ERP System Developer
LMS,senior,"Doral, FL",3.7,120000.0,120000.0,year,java,Florida,Senior Database Administrator
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,java,Texas,Senior UX Developer
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,java,Texas,Sr. Software Engineer - Big Data
HumCap Recruiting,senior,"Plano, TX",,105000.0,110000.0,year,java,Texas,Sr. Developer - .Net Web API/AngularJS
Everest Tech,senior,"Spring, TX",,70.0,70.0,hour,java,Texas,Information Security Architect
Health & Human Services Comm,senior,"Austin, TX 78701 ",3.4,6363.0,10761.0,month,java,Texas,Lead / Senior Business Intelligence Developer
CA-One Tech Cloud Inc,senior,"Austin, TX",,90.0,95.0,hour,java,Texas,Senior Salesforce Developer
Indeed,senior,"Austin, TX 78731",4.4,172000.0,218000.0,year,java,Texas,Senior Engineering Manager - Candidate Delivery
Indeed,senior,"Austin, TX 78731",4.4,157000.0,191000.0,year,java,Texas,Senior Data Scientist
Indeed,senior,"Austin, TX 78731",4.4,120000.0,148000.0,year,java,Texas,Senior QA Automation Engineer
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,java,Texas,Senior Software Engineer - Automated Delivery - SMB
Logic Rule,senior,"Plano, TX",,42.18,48.51,hour,java,Texas,Solution Architect – Payments & Collections
"Usio, Inc.",senior,"Austin, TX",,100000.0,145000.0,year,java,Texas,Senior Microservices Architect
Valuekreators,senior,"Dallas, TX",,50.0,55.0,hour,java,Texas,QA Automation Architect
HumCap Recruiting,senior,"Plano, TX",,105000.0,110000.0,year,java,Texas,Sr. Developer - Angular/Typescript - Plano
Trelar,senior,"Austin, TX 78757 ",,100000.0,125000.0,year,java,Texas,Lead Software Developer
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,java,Texas,Senior Software Engineer- Velocity
City of San Antonio,senior,"San Antonio, TX 78205 ",3.9,52683.0,79024.0,year,java,Texas,Application Solutions Senior Analyst
"ASAP Solutions Group, LLC",senior,"Dallas, TX 75207 ",4.0,70.0,80.0,hour,java,Texas,Sr. MuleSoft Developer
Swytch,senior,"Austin, TX",,140000.0,175000.0,year,java,Texas,Senior Software Engineer
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,java,Texas,Senior Software Engineer - Data Platforms
BNSF,senior,"Fort Worth, TX 76131 ",3.7,86601.0,118900.0,year,java,Texas,Consulting Systems Developer I / II (Sr. Java Developer)
Protege Hunters,senior,"Irving, TX 75014",,40.0,50.0,hour,java,Texas,Sr Software Engineer w/ AWS
Indeed,senior,"Austin, TX 78731",4.4,116000.0,142000.0,year,java,Texas,Senior Software Engineer
Object Information Services,senior,"Irving, TX",,128000.0,142000.0,year,java,Texas,Senior Developer
Aries,senior,"Irving, TX",,50.0,60.0,hour,java,Texas,Sr. Hadoop Developer - No OPT/CPT
Zar Technology,senior,"Coppell, TX",,57.0,80.0,hour,java,Texas,Full Stack Developer
Health & Human Services Comm,senior,"Austin, TX 78701 ",3.4,5259.0,8624.0,month,java,Texas,Programmer V
TIRUVEN,senior,"Irving, TX",,77500.0,77500.0,year,java,Texas,Project Manager - IT Services
SILVERLINK TECHNOLOGIES LLC,senior,"Irving, TX",,70.0,75.0,hour,java,Texas,Java Lead Developer/ Architect
Devrabbit It Solutions INC,senior,"Houston, TX",,50.0,55.0,hour,java,Texas,ATG Developer
Zelus Analytics,senior,"Austin, TX",,125000.0,150000.0,year,java,Texas,Senior Software Engineer - Sports Analytics
C2S Technologies,senior,"Allen, TX",3.9,60.0,70.0,hour,java,Texas,Sr. Front End Developer
Health & Human Services Comm,senior,"Austin, TX 78701 ",3.4,5785.0,9783.0,month,java,Texas,Manager - Applications Development
Health & Human Services Comm,senior,"Austin, TX 78701 ",3.4,6363.0,10761.0,month,java,Texas,Senior Developer
Indeed,senior,"Austin, TX 78731",4.4,116000.0,142000.0,year,java,Texas,Senior Software Engineer - SMB Platforms
American Express,senior,"El Paso, TX 79928 ",,140000.0,150000.0,year,java,Texas,Senior Engineer | I - Software Engineer
RV Global Solutions Inc,senior,"Houston, TX",,120000.0,160000.0,year,java,Texas,"Sr. Java Developer at Charlotte, NC"
NETpro System Inc,senior,"Austin, TX",,60.0,65.0,hour,java,Texas,Java Developer
Object Information Services,senior,"Addison, TX",,128000.0,131000.0,year,java,Texas,Sr. Java Developer
BG,senior,"Dallas, TX",,100000.0,125000.0,year,java,Texas,Sr. Java Developer
ADT,senior,"Irving, TX 75062",,100000.0,135000.0,year,java,Texas,Senior Java Engineer
Cystems Logic Inc.,senior,"Fort Worth, TX",,80000.0,100000.0,year,java,Texas,Java Developer (Sr. Level and Mid-Level)
Data Ninjas Inc,senior,"Irving, TX 75063",,110000.0,140000.0,year,java,Texas,Senior Java Application Integration Engineer
Tek9 Solutions,senior,"Dallas, TX",,50.0,50.0,hour,java,Texas,Sr. Fullstack Java Developer
"Rite International Group, Inc",senior,"Plano, TX",,52.0,54.0,hour,java,Texas,Senior Experienced SDET
Trelar,senior,"Austin, TX 78757 ",,100000.0,125000.0,year,java,Texas,Senior Java Developer
Innovative Intelligent Solutions,senior,"Houston, TX",4.0,45.0,50.0,hour,java,Texas,Sr. Java Developer (W2)
AVA Consulting,senior,"Irvine, CA",,45.0,55.0,hour,java,California,Quality Engineer
RecruiterDNA,senior,"Redwood City, CA 94061",,118105.0,183195.0,year,java,California,Lead iOS Mobile Software Engineer
Purple Drive Technologies,senior,"San Francisco, CA",,150000.0,200000.0,year,java,California,Big Data Architect
eTek IT Service,senior,"Costa Mesa, CA",,100000.0,140000.0,year,java,California,Big Data Developer
"University of California, Davis",senior,"Davis, CA 95616 ",4.2,79300.0,79300.0,year,java,California,Senior Dev Ops Engineer
Rexo Solutions,senior,"San Bruno, CA",,80.0,85.0,hour,java,California,Senior Data Engineer
Chronicled,senior,"San Francisco, CA 94105 ",,90000.0,130000.0,year,java,California,Senior Software Engineer
Futuralis Tech,senior,"San Ramon, CA",,65.0,65.0,hour,java,California,Senior Informatica MDM Consultant
SOLUTE,senior,"San Diego, CA 92110",2.3,90000.0,120000.0,year,java,California,Senior Software Engineer
Purple Drive Technologies,senior,"Sunnyvale, CA",,100000.0,150000.0,year,java,California,Sr. Android Application Developer
Dropthought,senior,"Santa Clara, CA 95050",,100000.0,100000.0,year,java,California,Senior Software Engineer
The Sage Group,senior,"San Francisco, CA",,120000.0,135000.0,year,java,California,Sr. Front End Web Developer
National Computer Systems,senior,"Mountain View, CA",3.9,60.0,65.0,hour,java,California,"Senior Web Backend JAVA Engineer (Java, Web Services, Big Da..."
"ICU Medical, Inc",senior,"San Diego, CA",3.6,140000.0,150000.0,year,java,California,Senior Member Technical Staff R&D
Mind Solutions,senior,"Foster City, CA",,50.0,50.0,hour,java,California,Sr QA Analyst
care.coach,senior,"Millbrae, CA 94030",5.0,100000.0,120000.0,year,java,California,Senior Android & Unity 3D Avatar Engineer
Keyo,senior,"Palo Alto, CA",,100000.0,160000.0,year,java,California,Senior Software Engineer
eTek IT Service,senior,"Costa Mesa, CA",,75000.0,110000.0,year,java,California,API Developer
Suavis,senior,"San Francisco, CA",,120000.0,160000.0,year,java,California,PRM Solutions Architect
Themesoft,senior,"Santa Monica, CA",,50.0,60.0,hour,java,California,Mainframe Developer
Court Buddy,senior,"San Francisco, CA",,120000.0,140000.0,year,java,California,Senior Software Engineer
Volvo Cars Technology,senior,"Mountain View, CA",,130000.0,160000.0,year,java,California,Senior Solution Architect
247.ai,senior,"San Jose, CA",3.6,130000.0,160000.0,year,java,California,"Senior Software Engineer (Full Stack, Java, React)"
Abbott Laboratories,senior,"Sylmar, CA",4.1,131150.0,131150.0,year,java,California,SENIOR SOFTWARE ENGINEER
TechnoBright Consulting,senior,"San Francisco, CA",,70.0,75.0,hour,java,California,Microservice Architect
NetServe Systems,senior,California,1.0,61.0,61.0,hour,java,California,Sr. Web Analytics Specialist
Volvo Cars Technology,senior,"Mountain View, CA",,90.0,100.0,hour,java,California,Sr. Full Stack Java Developer(Contract)
Vichara,senior,"Los Angeles, CA 90071",,160000.0,160000.0,year,java,California,Development Manager - .NET SQL
Essani International LLC,senior,"San Francisco, CA",,52.0,65.0,hour,java,California,Java Developer/ Lead
UC San Diego,senior,"San Diego, CA",4.3,5800.0,6700.0,month,java,California,Sr. Applications Programmer (Contract)
iBASEt,senior,"Foothill Ranch, CA",,120000.0,130000.0,year,java,California,Senior Software Engineer
Los Angeles Unified School District,senior,"Los Angeles, CA",4.1,43.93,43.93,hour,java,California,"Senior Programmer Analyst, ORACLE"
American Express,senior,"San Diego, CA",,140000.0,150000.0,year,java,California,Senior Engineer | I - Software Engineer
Digital dhara,senior,"Fremont, CA",,50.0,60.0,hour,java,California,Apache Spark Developer with Java and Python
O2 Staffing,senior,"Sunnyvale, CA",4.2,75.0,75.0,hour,java,California,Sr. Java Developer
Volvo Cars Technology,senior,"Mountain View, CA",,60.0,70.0,hour,java,California,Java AWS Developer(Contract)
Odyssean Fund,senior,"San Francisco, CA",,50000.0,65000.0,year,java,California,Senior Java Developer
"Noetic Information Systems,Inc.",senior,"San Carlos, CA 94070",,140000.0,140000.0,year,java,California,Sr. Backend Java Engineer
Tharka Inc,senior,"Mountain View, CA",,80.0,100.0,hour,java,California,Sr Java Dev with Spring Boot
Purple Drive Technologies,senior,"San Francisco, CA",,100000.0,160000.0,year,java,California,Machine Learning Engineer
CA-One Tech Cloud Inc,senior,"San Jose, CA",,65.0,75.0,hour,java,California,Senior Java Developer
UC San Diego,senior,"San Diego, CA",4.3,150000.0,170000.0,year,java,California,Chief Tech. Officer & Dir. of Enterprise Computing
Enormous Enterprise LLC,senior,"Pleasanton, CA",,45.0,70.0,hour,java,California,Senior Java Engineer
"Trine IT, Inc",senior,"Pasadena, CA",,65.0,80.0,hour,java,California,Sr Java Developer- Back End
Piper Companies,mid,"Durham, NC",4.2,110000.0,130000.0,year,kafka,North Carolina,Java Developer
STOICSIT,mid,"Charlotte, NC",,100000.0,100000.0,year,kafka,North Carolina,Big Data Engineer
LeapOut Inc,mid,"Durham, NC",,90000.0,120000.0,year,kafka,North Carolina,Java/Scala Developer
Armstrong Transport Group,mid,"Charlotte, NC",3.5,70000.0,140000.0,year,kafka,North Carolina,Software Developer (Mid Level and Senior Level)
Eaglefinds.com,mid,"Charlotte, NC",,95000.0,105000.0,year,kafka,North Carolina,Big Data Developer
AGAP Technologies Inc,mid,"Atlanta, GA",,30.0,35.0,hour,kafka,Georgia,Jr. Java Developer
AGAP Technologies Inc,mid,"Alpharetta, GA",,33.0,35.0,hour,kafka,Georgia,.Net Developer
LMS,mid,"Atlanta, GA 30303 ",3.7,120000.0,120000.0,year,kafka,Georgia,"Middleware Infrastructure Engineer (Doral, FL)"
Srimatrix Inc,mid,"Columbus, OH",,50.0,55.0,hour,kafka,Ohio,"HADOOP/BIG DATA Engineer!!! Columbus, OH"
Eaglefinds.com,mid,"Columbus, OH",,45.0,50.0,hour,kafka,Ohio,Java developer
Encore Technologies,mid,"Cincinnati, OH",,90000.0,110000.0,year,kafka,Ohio,Java Full Stack Developer
Sngular,mid,"Pittsburgh, PA",,80000.0,95000.0,year,kafka,Pennsylvania,Senior Back-end Developer
Request Technology,mid,"Chicago, IL",,120000.0,140000.0,year,kafka,Illinois,Full Stack Developer (Cybersecurity Operation)
Vowel,mid,"New York, NY",,100000.0,145000.0,year,kafka,New York,Senior Data Engineer
Banking Jiant,mid,"New York, NY",,160000.0,170000.0,year,kafka,New York,Big Data / Hadoop Architect
Third Republic,mid,"New York, NY 10001 ",,170000.0,200000.0,year,kafka,New York,Lead Site Reliability Engineer
VEDAINFO,mid,"New York, NY",,130000.0,140000.0,year,kafka,New York,SRE (Site Reliability Engineer)
Peopleforce INC,mid,"New York, NY",,60.0,65.0,hour,kafka,New York,Full Stack Java Developer – Associate
EshaIT,mid,"New York, NY",,100000.0,120000.0,year,kafka,New York,Mobile Developer
"Latitude 36, Inc.",mid,"New York, NY",,60.0,60.0,hour,kafka,New York,DevOps Engineer - on W2
Desh Technology Inc.,mid,"New York, NY",,70000.0,110000.0,year,kafka,New York,Hadoop Developer
Work Market,mid,"New York, NY 10018 ",4.0,140000.0,170000.0,year,kafka,New York,Senior Backend Engineer
Caltech IT Solution,mid,"Fort Lauderdale, FL",,40.0,42.0,hour,kafka,Florida,Java Developer
Advantech,mid,"Orlando, FL",3.5,120000.0,120000.0,year,kafka,Florida,DevOps Engineer
LMS,mid,"Doral, FL 33172",3.7,120000.0,120000.0,year,kafka,Florida,Middleware Infrastructure Engineer
LMS,mid,"Orlando, FL 32819 ",3.7,120000.0,120000.0,year,kafka,Florida,"Middleware Infrastructure Engineer (Doral, FL)"
accesso,mid,"Lake Mary, FL",3.8,60000.0,65000.0,year,kafka,Florida,Site Reliability Engineer - Couchbase
Eaglefinds.com,mid,"Lewisville, TX",,50.0,55.0,hour,kafka,Texas,BIG data developer
WorkForce Cyprus,mid,"Dallas, TX",,130000.0,160000.0,year,kafka,Texas,SCALA Big Data Developer
Genuent,mid,"Fort Worth, TX 76155 ",3.8,40.0,58.0,hour,kafka,Texas,Software Engineer II & IV
ClientServer Technology Solutions LLC,mid,"San Antonio, TX",,35.0,40.0,hour,kafka,Texas,Java Developer with Kafka
"Rexo Solutions,LLC",mid,"Plano, TX",,60.0,65.0,hour,kafka,Texas,Junior Full Stack Java Developer
AJACE Inc,mid,"Dallas, TX",,75.0,85.0,hour,kafka,Texas,Big Data Developer
Ace-stack LLC,mid,"Houston, TX",,70.0,70.0,hour,kafka,Texas,Spark-Scala Lead Developer
"DevRabbit IT solutions Pvt, Ltd",mid,"Houston, TX",,55.0,65.0,hour,kafka,Texas,ATG Developer
TekHiring.com,mid,"Austin, TX",,40.0,50.0,hour,kafka,Texas,Java 8 Developer @Apple Inc.
